,cities,incidents,killed,latitude,longitude
9555,Zwolle,2,0,31.5986,-93.6608
9556,Bridgeton (Upper Deerfield Twp),3,0,39.4884,-75.1909
9557,Sandy Hook,2,0,31.0838,-89.9407
9547,Pacific Palisades,2,0,34.0365,-118.527
9766,Shinnston (Pine Bluff),2,0,39.4166,-80.3268
9596,Narrowsburg,4,0,41.5857,-75.0244
9598,Harney (county),2,0,43.5818,-119.012
9660,Anoka (Nowthen),2,0,45.2454,-93.4148
9658,Millersport,2,0,39.9036,-82.5328
9657,Ruston (Vernon),4,0,32.5232,-92.6379
9656,Waitsfield,2,0,44.1911,-72.8024
9655,Spring Valley (Kaser),2,0,41.1127,-74.0446
9654,Marquesas Keys,2,0,24.5754,-82.1033
9653,Sharp (county),2,0,35.944,-91.5433
9652,Mission Hills,2,0,34.2505,-118.467
9651,Yaphank,2,0,40.8322,-72.9265
9650,Lowville,4,0,43.8025,-75.4715
9649,Wake (county),4,0,35.7391,-78.5555
9648,Perryton,2,0,36.3912,-100.81
9647,Leesburg (Sand Rock),3,0,34.1886,-85.7624
9643,Brookwood,2,0,33.2596,-87.3454
9639,King (county),3,0,47.5073,-122.325
9638,Leaf River,2,0,42.1264,-89.4025
9637,Shelbiana,2,0,37.415,-82.4622
9601,Gloucester City (Gloucester),2,0,39.8918,-75.1163
9602,Sutton (Chickaloon),2,0,61.7803,-148.562
9607,North Dartmouth,2,0,41.6394,-71.0259
9609,Mount Holly (Westampton),3,0,40.0144,-74.8596
9610,Oronogo,3,0,37.2518,-94.4797
9611,Ravena,2,0,42.4728,-73.806
9597,Morongo Valley,4,0,34.0662,-116.563
9612,Carrabelle,2,0,29.8612,-84.6504
9624,Rockfield,3,0,36.9344,-86.5778
9626,Hayfield,2,0,43.8914,-92.8465
9627,Lebanon (Swatara Township),3,0,40.266,-76.84100000000002
9629,Mont Belvieu,2,0,29.8439,-94.8558
9632,St Joseph (county),2,0,41.6491,-86.164
9633,Yates City,2,0,40.7749,-90.0099
9615,Gilman,3,0,40.7662,-88.0071
9536,Eldon,2,0,38.3313,-92.5844
9767,Coraopolis (Moon Township),3,0,40.5247,-80.1895
9770,Kilauea,2,0,22.2119,-159.412
9928,Jacksonboro,2,0,32.7717,-80.4635
9923,Byron Center (Byron Township),2,0,42.8264,-85.6247
9920,Dover (Victory Gardens),2,0,40.8746,-74.5458
9919,Canton (Leroy),2,0,41.6614,-76.8007
9918,Nash (county),3,0,35.9749,-77.8363
9917,Secaucus,6,0,40.7913,-74.0623
9916,Mifflintown,2,0,40.5605,-77.3027
9914,Lagrange (LaGrange),3,0,33.0255,-85.0258
9912,Clarinda,2,0,40.7381,-95.0263
9911,Lindsborg,2,0,38.6236,-97.6303
9909,Streator,4,0,41.1256,-88.839
9907,Kootenai (county),2,0,47.5747,-116.44
9906,Phippsburg,4,0,43.79,-69.7991
9903,Coxs Creek (Deatsville),2,0,37.898,-85.5666
9934,Lake Worth (Atlantis),2,0,26.5885,-80.1052
9901,Sibley,3,0,32.538000000000004,-93.2957
9899,Nassau (county),2,0,30.624,-81.4713
9897,North Street (Clyde Township),3,0,43.0404,-82.6029
9896,Blencoe,2,0,41.9305,-96.089
9895,Volusia (county),5,0,29.2877,-81.1005
9892,The Villages,9,0,28.9584,-81.9638
9890,Wysox,3,0,41.7707,-76.4169
9888,Cotton Plant,2,0,34.9983,-91.2524
9887,Williamsport (South Williamsport),2,0,41.2291,-77.0069
9885,North Smithfield,3,0,41.9654,-71.5007
9884,Fort Lauderdale (Southwest Ranches),3,0,26.1212,-80.1329
9883,La Porte (Laporte),4,0,41.6721,-86.6998
9882,Hamburg (Hardyston),2,0,41.1539,-74.5769
9881,Township Of Washington (Washington Township),2,0,40.9899,-74.0606
9880,Tishomingo (county),4,0,34.832,-88.2053
9900,Panama City (Callaway),11,0,30.1431,-85.5913
9935,Duanesburg,2,0,42.8495,-74.142
9937,La Place (Montz),2,0,30.032,-90.4595
9941,Loma Linda,6,0,34.0558,-117.259
9999,Cresco,2,0,43.3662,-92.117
9997,Wamego,2,0,39.2059,-96.3054
9996,Trenton (Robbinsville),4,0,40.2225,-74.5873
9994,Barnstead,2,0,43.3275,-71.2975
9993,Auburn (Algona),2,0,47.3055,-122.251
9992,Beachwood (Highland Hills),2,0,41.4487,-81.5358
9990,La Verkin,2,0,37.2026,-113.268
9988,Miami (Miami Springs),3,0,25.8067,-80.2619
9987,Saint Johns (Fruit Cove),3,0,30.1215,-81.6253
9985,Hanna (Vernon),2,0,35.2155,-95.9256
9983,De Soto (Desoto),2,0,38.1306,-90.5594
9981,Garrisonville,2,0,38.4798,-77.4024
9979,Wilkes Barre (Wilkes-barre),4,0,41.25,-75.8562
9978,Dennis,3,0,34.62,-88.209
9977,Dupo,3,0,38.5324,-90.2017
9975,Corona (Eastvale),6,0,33.9713,-117.556
9974,Tekoa,2,0,47.2241,-117.07
9944,Mountain Rest,3,0,34.8069,-83.1388
9947,Maries (county),4,0,38.099,-91.8569
9952,Belfast (Waldo),3,0,44.4469,-69.0209
9955,Tolland,6,0,41.8877,-72.3864
9956,Dayville,2,0,41.8798,-71.8552
9957,Lawrence Township (Lawrence),2,0,40.2918,-74.7381
9875,Reading (Wyomissing),3,0,40.3295,-75.9674
9961,Carbonado,2,0,47.0322,-122.01
9964,Calverton,4,0,40.9044,-72.7665
9965,Mears,2,0,43.6677,-86.4846
9967,Riegelwood,3,0,34.3448,-78.2552
9968,Mooresburg,2,0,36.3623,-83.1871
9972,Hyattsville (Edmonston),2,0,38.9464,-76.9355
9973,Wells River,2,0,44.1475,-72.0427
9962,Altura (Elba),2,0,44.1083,-91.9501
9873,Brookings (county),3,0,44.3024,-96.7893
9871,Geneva Township,2,0,42.4056,-86.1295
9870,Milmay,2,0,39.4455,-74.8613
9816,Kermit,4,0,31.8521,-103.094
9813,Greeneville (Baileyton),2,0,36.3386,-82.8399
9812,Carl Junction,2,0,37.2056,-94.5613
9811,Breaux Bridge (Henderson),2,0,30.3181,-91.8739
9810,Arlington (Sandgate),2,0,43.1126,-73.2113
9809,Vanzant,2,0,36.9699,-92.3031
9808,Bridgton,2,0,44.023,-70.6892
9807,South Roxana,4,0,38.8232,-90.0581
9805,Gravois Mills,3,0,38.2962,-92.8105
9804,Peach (county),2,0,32.563,-83.884
9803,Center City (Chisago Lake),2,0,45.4309,-92.7968
9801,Saint Joseph (St Joseph),8,0,39.7562,-94.8303
9800,White Mountain,2,0,64.6814,-163.406
9798,Stateline,2,0,38.9728,-119.911
9797,Mattawa,2,0,46.723,-119.917
9796,Prospect Park,2,0,39.8838,-75.3083
9795,Teton (county),4,0,43.4757,-110.77
9771,Port Ewen,2,0,41.9131,-73.9804
9772,Fresno (Malaga),2,0,36.6818,-119.734
9773,Russell (Clare),2,0,44.3754,-75.0613
9774,Keavy,4,0,37.0248,-84.1727
9776,Belington,3,0,39.0227,-79.9441
9779,Macks Creek,2,0,37.9016,-92.9491
9817,Wilkesville,2,0,39.1948,-82.3156
9782,Friona,2,0,34.638000000000005,-102.735
9784,La Porte (LaPorte),2,0,41.6147,-86.7292
9788,Olmstead,2,0,36.7543,-87.0192
9791,Zillah,6,0,46.4032,-120.267
9792,Marlin,4,0,31.3075,-96.9014
9793,Sabetha,2,0,39.8991,-95.8094
9794,Wilkes Barre (Hanover),2,0,39.7507,-77.0401
9783,Madill (Oakland),3,0,34.1013,-96.7925
9768,Merrick (county),2,0,41.1213,-98.0067
9819,Waterville (Winslow),3,0,44.5419,-69.6169
9822,Myakka City,2,0,27.2729,-82.1339
9869,Chuckey,2,0,36.1219,-82.6162
9868,Julian,2,0,35.9855,-79.5981
9867,Nunam Iqua,2,0,62.5092,-164.453
9864,Laguna Niguel,3,0,33.5189,-117.687
9862,Eddington,2,0,44.8269,-68.6923
9861,Round Lake (Round Lake Park),2,0,42.3568,-88.0985
9860,Fabens,2,0,31.5053,-106.151
9858,Clinton Corners,2,0,41.8299,-73.7631
9856,Ravenna Township,2,0,44.6862,-92.7581
9855,Santa Barbara (county),2,0,34.9238,-120.407
9854,Sale City,2,0,31.2777,-84.0638
9853,Duncannon (Watts),2,0,40.4317,-77.0014
9850,Cincinnati (Forest Park),5,0,39.2944,-84.5047
9849,Greenwood (county),2,0,34.2174,-82.0872
9847,Bushland,2,0,35.2162,-102.075
9846,Fresh Meadows,5,0,40.7244,-73.8047
9844,Bourbonnais,4,0,41.1656,-87.8516
9823,Valley Falls,2,0,39.4209,-95.4692
9824,Girdwood,4,0,60.8462,-149.056
9827,Neche,2,0,48.9399,-97.557
9828,Flanders (Roxbury Township),2,0,40.8908,-74.7078
9829,Port Saint Joe,4,0,29.9241,-85.3874
9832,Bella Vista,4,0,36.4467,-94.2081
9820,Cartwright,2,0,33.8537,-96.5787
9833,Berlin Heights,2,0,41.3316,-82.4936
9835,Bedford (Bedford Heights),2,0,41.4094,-81.4996
9836,Huntington Park (Walnut Park),2,0,33.9746,-118.23
9837,Glide,2,0,43.3237,-123.024
9838,Redford Twp (Redford Charter Township),2,0,42.3965,-83.2824
9841,Baldwinsville,3,0,43.1477,-76.2969
9843,Fayetteville (Beckwith),2,0,38.0815,-81.1401
9834,Hansford,3,0,38.2069,-81.3794
10000,Brandenburg,2,0,37.9717,-86.1507
9533,Tampa (Carrollwood),3,0,28.0433,-82.5049
9530,Storrs Mansfield,2,0,41.78,-72.2323
9247,Garden City (Hidden Springs),2,0,43.7159,-116.267
9246,Masury,4,0,41.2134,-80.5273
9245,Lometa,2,0,31.2235,-98.4018
9243,Acushnet,3,0,41.6842,-70.9107
9242,Saint Simons Island (St Simons Island),2,0,31.2075,-81.3757
9241,Mount Juliet (Mt Juliet),3,0,36.1585,-86.6402
9239,Broadview Heights,2,0,41.325,-81.6466
9238,Hattiesburg (Hattiesbg),2,0,31.3285,-89.3467
9237,Fort Lauderdale (Ft Lauderdale),4,0,26.1362,-80.1737
9236,Harrah,3,0,35.4868,-97.168
9234,Etowah (county),5,0,34.0224,-85.9764
9231,Santa Fe (county),5,0,35.5879,-106.054
9229,South Elgin,3,0,41.9884,-88.29899999999998
9228,Federalsburg,3,0,38.6706,-75.7578
9248,Allegan,4,0,42.5299,-85.8606
9227,Ellsworth (Lamoine),2,0,44.4752,-68.3065
9224,Long Prairie,3,0,45.9651,-94.8619
9223,Brooks,2,0,44.5564,-69.1469
9221,Cotulla,2,0,28.4352,-99.2359
9220,Luxora,2,0,35.7546,-89.9281
9219,Fannettsburg,2,0,40.0813,-77.82
9216,Morgan City (Bayou Vista),2,0,29.6938,-91.2632
9215,Welaka,2,0,29.4835,-81.672
9207,Syracuse (Solvay),3,0,43.054,-76.2355
9206,Eagle Grove,2,0,42.6641,-93.903
9205,Eutaw (Union),2,0,32.9921,-87.9156
9203,New Alexandria,2,0,40.3749,-79.4582
9200,Duluth (Midway Township),2,0,46.7449,-92.2841
9199,Youngwood,4,0,40.2333,-79.5833
9198,Harbor View,2,0,41.695,-83.4453
9225,Wellesley,2,0,42.3112,-71.2789
9251,Naval Anacost Annex (Anacostia),2,0,38.8587,-77.0098
9256,Preston (county),3,0,39.359,-79.8254
9258,Linn Grove,2,0,42.9842,-95.2108
9316,Warner,2,0,43.2796,-71.8213
9315,Florence (county),4,0,34.2071,-79.8396
9314,Roseau,2,0,48.8162,-95.7455
9313,Ft Mitchell (Fort Mitchell),3,0,39.053,-84.56700000000002
9312,Alexandria (Franconia),3,0,38.7871,-77.1345
9311,Oriskany Falls (Augusta),2,0,42.9392,-75.461
9309,Roaring Spring,2,0,40.3178,-78.3955
9308,Steens,2,0,33.5461,-88.3386
9306,Bossier Parish (county),3,0,32.7551,-93.6623
9304,Rolette (county),2,0,48.8047,-99.8055
9302,Keysville,5,0,33.1497,-82.1437
9300,Budd Lake (Mount Olive),2,0,40.8722,-74.7436
9299,Prince William (county),4,0,38.6457,-77.3655
9297,Bradshaw,2,0,40.9185,-97.7612
9293,Phoenix (Anthem),2,0,33.8485,-112.138
9292,Mantua,2,0,41.275,-81.3115
9291,South Vienna,3,0,39.9366,-83.5775
9259,Cincinnati (Pleasant Ridge),2,0,39.1996,-84.3793
9260,West Warwick,3,0,41.7226,-71.499
9261,Soddy Daisy (Soddy-Daisy),3,0,35.2389,-85.1514
9263,Trumansburg,3,0,42.5695,-76.6722
9265,Scarbro (Kingston),2,0,37.954,-81.2532
9267,Sarasota (county),2,0,27.3542,-82.5466
9196,Tarkio,2,0,40.4385,-95.389
9269,Ticonderoga,2,0,43.8848,-73.6689
9272,West End,4,0,35.272,-79.6055
9280,Mc Farland,2,0,35.6769,-119.231
9284,New Scotland,2,0,42.5683,-73.9058
9287,Mingo Junction,2,0,40.3256,-80.6076
9289,Big Bear Lake (Big Bear),4,0,34.2565,-116.854
9290,Scooba,2,0,32.8282,-88.4764
9271,Brunswick (county),4,0,34.2366,-78.061
9195,Carbon Cliff,2,0,41.5032,-90.4006
9194,Lake Andes,2,0,43.1518,-98.5142
9187,Hereford,3,0,31.4382,-110.156
9127,Clute,3,0,29.0246,-95.4089
9126,Wautoma,3,0,44.1192,-89.3752
9125,Greenfield (Spring Lake),2,0,39.8005,-85.7878
9124,Houston (Aldine),2,0,29.9313,-95.3555
9121,Huntland,3,0,35.0245,-86.2494
9119,Nelson (county),4,0,37.754,-85.3936
9118,Hamblen (county),4,0,36.2054,-83.2934
9116,Ullster (county),2,0,41.7362,-74.0054
9114,Brant Lake (Horicon),4,0,43.6954,-73.71600000000002
9111,De Witt,2,0,34.2955,-91.3301
9109,Union (Middleton),2,0,43.4922,-71.0239
9108,Chester (county),4,0,34.6602,-81.4153
9106,Beaver (Glen Morgan),2,0,37.7572,-81.1606
9104,Edwardsburg,3,0,41.8046,-86.0375
9103,Spearfish,3,0,44.4917,-103.854
9102,Charenton,2,0,29.8825,-91.5269
9098,Port Sulphur (Myrtle Grove),2,0,29.6271,-89.9336
9072,North Fork,3,0,37.2096,-119.543
9073,Van Buren (county),2,0,42.2505,-85.8796
9075,Chicago (Lincoln Park),2,0,41.9162,-87.646
9079,Arverne,3,0,40.5962,-73.7849
9082,Bandon,3,0,43.1519,-124.392
9084,South Fulton,2,0,36.4876,-88.8737
9128,Industry,2,0,33.9969,-117.93
9085,Pawling,3,0,41.5723,-73.5939
9088,Pittsburgh (Mt Oliver),4,0,40.4087,-79.9865
9089,Apache,2,0,36.1544,-109.553
9090,Olton,2,0,34.1896,-102.128
9091,Kingsford,2,0,45.8226,-88.0664
9092,Lynch,4,0,42.7683,-98.3536
9095,Spring Green,2,0,43.1792,-90.0542
9086,Ligonier,4,0,41.4666,-85.5865
9317,Reading (Muhlenberg Township),2,0,40.3735,-75.9228
9129,Clinton Township (Charter Township Of Clinton),3,0,42.554,-82.9303
9133,Clinton Township (Charter Township of Clinton),2,0,42.5549,-82.889
9186,Orcas,2,0,48.5984,-122.942
9184,Waterloo (Junius),2,0,42.9059,-76.8768
9182,Au Gres,2,0,44.0555,-83.6541
9181,Waunakee,4,0,43.2448,-89.4441
9179,Velda City,2,0,38.6932,-90.2937
9178,Walton (county),4,0,30.791,-86.1862
9177,Rosholt (Alban),2,0,44.6171,-89.256
9176,Roslyn Heights,2,0,40.7848,-73.6419
9174,Clear Brook,2,0,39.2894,-78.0956
9171,West Burlington,2,0,40.8221,-91.1577
9168,Montesano,2,0,46.9901,-123.599
9167,Loysville,2,0,40.3656,-77.3446
9166,East Helena,4,0,46.5949,-111.885
9164,Angleton,2,0,29.16,-95.4255
9163,Howe,2,0,41.7217,-85.4211
9162,Voorhees (Voorhees Township),2,0,39.8579,-75.0072
9157,Harpursville (Colesville),2,0,42.1857,-75.661
9134,Morrow (county),2,0,40.4141,-82.8596
9135,Brandon (Leicester),2,0,43.8571,-73.1054
9136,South Hero,2,0,44.6639,-73.3228
9137,Sandoval (county),2,0,35.2484,-106.686
9139,Knoxville (Karns),2,0,35.956,-84.1074
9143,Loch Sheldrake,2,0,41.7822,-74.6577
9132,Danbury (Dairyland),2,0,46.0142,-92.2616
9144,Cedarcreek,2,0,36.5711,-93.0225
9146,Opa Locka (Opa-locka),3,0,25.9023,-80.2503
9147,Natrona Heights,3,0,40.6181,-79.7284
9150,Battle Creek (Springfield),4,0,42.3325,-85.2691
9153,Novinger (Youngstown),2,0,40.2315,-92.7282
9154,Millbury,3,0,41.5617,-83.4346
9156,Temple (Moffatt),2,0,31.1859,-97.4704
9145,Kimble (county),2,0,30.4885,-99.7752
9532,Bridgeton (Fairfield Twp),3,0,39.4245,-75.1931
9318,Comanche (county),3,0,34.6152,-98.4557
9322,Midland City,3,0,31.4103,-85.4635
9481,Cincinnati (Glendale),2,0,39.273,-84.47200000000002
9480,Lee Center,2,0,43.3037,-75.4645
9479,Tippecanoe (county),3,0,40.4509,-86.9292
9478,Morgantown (Sabraton),2,0,39.6201,-79.9241
9477,Hampton Bays,2,0,40.8658,-72.5318
9476,Mamaroneck,2,0,40.9345,-73.7626
9475,Martins Ferry,2,0,40.1034,-80.7167
9474,West Palm Beach (Haverhill),4,0,26.692,-80.1116
9471,Asbury Park (Ocean Township),2,0,40.2419,-74.0507
9470,Caddo,2,0,32.7561,-98.6806
9469,Monroeton,2,0,41.7093,-76.4808
9468,Angier,3,0,35.4668,-78.7109
9466,Cowley (county),3,0,37.1283,-97.1131
9463,Lone Grove,4,0,34.179,-97.2575
9482,Barbour (county),2,0,39.1524,-80.0422
9462,El Prado,2,0,36.4657,-105.661
9460,Brookside,2,0,33.6401,-86.9155
9459,Holt (county),2,0,39.4373,-94.439
9458,Schuylerville,2,0,43.1408,-73.6387
9455,Idaho Falls (Ammon),4,0,43.4808,-111.98
9453,Heuvelton,2,0,44.5296,-75.546
9452,Power (county),2,0,42.7018,-113.062
9451,New Fairfield,2,0,41.4624,-73.5307
9449,Tehama,2,0,40.0253,-122.124
9448,Oaklyn,2,0,39.9083,-75.0916
9447,Mahaska (county),2,0,41.1761,-92.5735
9445,Barre (Orange),2,0,44.2179,-72.5389
9441,Rochester (Brighton),7,0,43.1682,-77.6019
9437,Bozrah,2,0,41.567,-72.1513
9436,Holts Summit,6,0,38.6549,-92.1157
9461,Granville (county),2,0,36.3906,-78.7073
9483,Pittsburgh (Plum),2,0,40.4891,-79.766
9484,Parachute,2,0,39.442,-108.059
9486,Plainsboro,2,0,40.329,-74.5639
9528,Saint Petersburg (Kenneth City),2,0,27.8194,-82.7157
9527,Buckland,3,0,65.8424,-160.704
9526,Baltimore (Highlandtown),2,0,39.2878,-76.5639
9525,New Kingstown,2,0,40.2331,-77.0797
9524,Centerton,3,0,36.3554,-94.2902
9523,Montegut,3,0,29.4732,-90.5531
9522,Napoleon,2,0,41.4426,-84.1536
9521,Smith Mills,2,0,37.7984,-87.7615
9520,Lake Andes (Ravinia),2,0,43.1365,-98.4268
9518,Miami (El Portal),2,0,25.8562,-80.2412
9517,Port Townsend,2,0,48.1167,-122.783
9516,Ipswich,4,0,42.6786,-70.8404
9511,New Braintree,2,0,42.3107,-72.0505
9510,Greeneville (Tusculum),2,0,36.1848,-82.7421
9508,Le Mars,5,0,42.7943,-96.1664
9507,Argos,2,0,41.2298,-86.2475
9505,Freeman Spur,2,0,37.8728,-88.9724
9487,Saint Ann,7,0,38.7323,-90.3897
9488,Heath,5,0,40.0313,-82.4433
9489,Collingswood,2,0,39.919,-75.0772
9490,Leadville,2,0,39.2505,-106.292
9491,jefferson parish (county),2,0,29.6499,-90.1121
9492,Alcorn (county),3,0,34.8837,-88.44
9435,New Haven (Fair Haven),3,0,41.316,-72.8975
9493,Westtown,2,0,41.3099,-74.5573
9495,Rose Creek,2,0,43.5998,-92.8366
9497,Petrolia,3,0,40.2973,-124.321
9499,Hanley Falls,2,0,44.6882,-95.6603
9500,Black Eagle,2,0,47.5272,-111.28
9502,Southport (Boiling Spring Lakes),3,0,34.0175,-78.05
9503,Stony Creek,3,0,43.4061,-74.0736
9494,Palmyra (Lake Monticello),2,0,37.9234,-78.3216
9433,North Clarendon (Clarendon),3,0,43.5516,-73.0086
9430,Bethlehem (Fountain Hill),2,0,40.6047,-75.3938
9428,Cub Run,2,0,37.3061,-86.1032
9372,South Prairie,4,0,47.1413,-122.098
9370,Melrose Park (Northlake),2,0,41.9071,-87.9023
9369,Schleswig,2,0,42.1577,-95.4368
9368,Breinigsville,4,0,40.5474,-75.6278
9367,Hitchcock,2,0,29.342,-95.0067
9366,Preble (county),4,0,39.8462,-84.7617
9365,Mingo (county),2,0,37.7009,-82.26299999999998
9364,Unalaska,2,0,53.8714,-166.541
9357,Cerrillos (Madrid),3,0,35.3905,-106.172
9356,Skagit (county),3,0,48.5302,-122.211
9355,Columbia (Forest Acres),3,0,34.0209,-80.9734
9354,Closplint,2,0,36.8897,-83.0496
9352,South Dennis,3,0,41.6847,-70.1442
9350,Bandera (county),3,0,29.6484,-98.9864
9348,Downingtown,3,0,40.0485,-75.6999
9347,Falkville,4,0,34.3228,-87.0508
9346,California City (Calif City),2,0,35.1259,-117.976
9323,Knightstown,2,0,39.8445,-85.5261
9324,Hickory (Viola),2,0,36.8548,-88.7061
9325,Falling Waters,2,0,39.5659,-77.8759
9326,Rowley,4,0,42.729,-70.8842
9327,Miner (county),2,0,44.0167,-97.5405
9330,Bonnerdale,2,0,34.3888,-93.5114
9373,Miller Place,3,0,40.9412,-72.9715
9332,Ypsilanti (Ypsilanti Township),2,0,42.2585,-83.6142
9336,Madras,5,0,44.6291,-121.271
9337,North Tonawanda (Wheatfield),4,0,43.0743,-78.8603
9338,Columbia Falls,5,0,48.3517,-114.18
9341,West Enfield (Lowell),2,0,45.2113,-68.4798
9342,Polk,2,0,40.9667,-75.527
9344,Northumberland (county),2,0,40.8508,-76.7678
9335,Whitefield,2,0,44.3709,-71.5716
9319,Gallatin (county),3,0,45.6805,-111.019
9374,Ewa Beach,4,0,21.3415,-158.036
9376,Middleburgh,2,0,42.5482,-74.3271
9425,Mullica Hill (Harrison Township),3,0,39.7421,-75.2252
9424,Lecompte,4,0,31.0967,-92.4035
9423,Henrico (Varina),6,0,37.4152,-77.3457
9422,Oakland Gardens,3,0,40.738,-73.7429
9421,Villisca,2,0,40.9528,-94.9835
9420,Medford (Gordon Heights),3,0,40.8645,-72.9747
9419,South Hadley,4,0,42.218,-72.5533
9416,Mille Lacs (county),3,0,45.6279,-93.6352
9415,Glenrock (Rolling Hills),2,0,42.8614,-105.872
9414,Warm Springs,3,0,44.7646,-121.266
9413,Dade City (Ridge Manor),3,0,28.4802,-82.1723
9412,Devils Lake,7,0,48.1071,-98.8737
9409,Bollinger (county),2,0,37.3084,-90.0447
9406,Hopkins (county),4,0,33.1324,-95.6032
9405,Harpursville,2,0,42.149,-75.6875
9404,Ocklawaha,6,0,29.0391,-81.9206
9403,West Kingston (Richmond),4,0,41.5208,-71.687
9377,Fort Mc Coy (Fort McCoy),3,0,29.3201,-81.9226
9378,Dushore,2,0,41.5247,-76.5499
9381,Cooksburg,2,0,41.3324,-79.2092
9382,Boyce (Rapides),2,0,31.3198,-92.589
9383,Mount Carmel (Mt Carmel),2,0,40.7978,-76.4073
9384,Lineville,2,0,33.3305,-85.648
9375,Wilmington (Elsmere),6,0,39.7282,-75.5867
9385,Institute,4,0,38.3735,-81.759
9396,Avoca (Greenwood Township),2,0,43.0701,-82.6933
9397,Oxford (Miami),2,0,39.9238,-82.7712
9398,Celeste,2,0,33.2959,-96.1986
9399,Platteville,3,0,42.7437,-90.48
9400,East Sparta,2,0,40.6774,-81.3784
9402,Hilton Head Island (Fairfield),2,0,32.2163,-80.7526
9394,Van Wert,3,0,40.8677,-84.5759
10001,Fort Morgan,2,0,40.2499,-103.8
10002,West Columbia (Dixiana),2,0,33.8942,-81.0296
10005,Northfork (Ashland),2,0,37.4209,-81.4401
10591,Mobeetie,2,0,35.5297,-100.446
10590,Heflin (Chulafinnee),2,0,33.5488,-85.6504
10589,Wexford (county),3,0,44.4035,-85.4595
10588,Glennallen,2,0,62.1597,-145.46200000000005
10587,Cleveland (Bratenahl),3,0,41.4901,-81.6697
10585,Carlinville,2,0,39.2846,-89.8751
10584,Pinch,2,0,38.4087,-81.4818
10583,Old Lyme (Lyme),2,0,41.33,-72.3072
10582,Sunol,2,0,37.5944,-121.889
10579,Pelican Rapids (Cormorant),2,0,46.729,-96.1327
10578,Pottersville,2,0,43.7295,-73.8123
10575,Okahumpka,2,0,28.7502,-81.8961
10574,Grottoes,3,0,38.2736,-78.8188
10572,Bonnyman,2,0,37.3,-83.25
10592,Emily,2,0,46.7331,-93.9579
10570,Tuscarawas,2,0,40.7934,-81.5952
10563,Gates Mills,2,0,41.5058,-81.4385
10559,Comstock Park,2,0,43.0388,-85.6897
10558,Hedgesville,2,0,39.4752,-78.117
10557,Blunt,2,0,44.4992,-99.9517
10556,Hernando (county),2,0,28.5255,-82.2879
10555,Angelina (county),3,0,31.3525,-94.7523
10554,Louisville (Saint Matthews),3,0,38.2543,-85.6565
10553,Nipomo,2,0,35.0161,-120.493
10552,Wewahitchka (White City),2,0,30.1077,-85.1989
10551,Evansville (Mccutchanville),2,0,38.0746,-87.5109
10549,Nyssa,2,0,43.8741,-116.999
10548,Vina,2,0,39.9537,-122.029
10547,Galeton,2,0,41.7394,-77.6217
10545,Coalgate,3,0,34.3409,-96.106
10569,Thorne Bay,5,0,55.6895,-132.524
10593,Horseshoe Bay,2,0,30.5467,-98.365
10596,Albany (Loudonville),2,0,42.6477,-73.7517
10597,Lahaina,2,0,20.9868,-156.668
10634,Ivydale (Big Otter),2,0,38.5937,-81.0624
10633,Aleknagik,2,0,59.268,-158.63299999999995
10632,Hopkins Park,2,0,41.0841,-87.6204
10631,Falls Of Rough,2,0,37.5867,-86.5349
10629,Hollis Center,3,0,43.6531,-70.6646
10628,Alcona (county),2,0,44.6583,-83.3406
10627,Durant (Silo),2,0,34.0048,-96.3857
10626,Fernandina Beach (Amelia Village),2,0,30.624,-81.4713
10625,Momence,4,0,41.1624,-87.6625
10624,Pratt (county),2,0,37.6439,-98.7428
10622,Omro,2,0,44.0351,-88.75399999999998
10621,Tennille,2,0,32.9356,-82.8051
10620,Bartow (county),4,0,34.3389,-84.9118
10619,Bellmore (North Bellmore),3,0,40.6849,-73.5417
10618,Springwater,2,0,42.6547,-77.5959
10616,Vevay,2,0,38.6933,-85.1874
10614,May Creek,2,0,47.8543,-121.667
10598,La Palma,3,0,33.8416,-118.037
10599,Prospect Heights,5,0,42.1038,-87.9019
10600,Jonesborough (Jonesboro),2,0,36.2966,-82.4941
10601,Warden,2,0,46.989,-119.06
10603,Maringouin,2,0,30.488000000000003,-91.5184
10604,Council Grove,2,0,38.6617,-96.4783
10542,Minneapolis (Spring Lake Park),2,0,45.0357,-93.2473
10605,Noble,3,0,35.1323,-97.3924
10608,Oconto (county),2,0,44.89,-87.8932
10609,Alcova,2,0,42.54,-106.744
10610,Othello,2,0,46.8186,-119.194
10611,Cheyenne (county),3,0,39.7727,-101.806
10612,Winnebago (county),2,0,42.2979,-89.1198
10613,East Quogue,2,0,40.8487,-72.5775
10606,Baroda,2,0,41.9269,-86.4541
10540,Nash,2,0,33.4427,-94.1239
10539,Lowden,2,0,41.8611,-90.9439
10536,Belle Rive,2,0,38.1518,-88.741
10484,Mississippi (county),3,0,35.8862,-90.2043
10479,Bolingbroke,2,0,32.9486,-83.8013
10478,Baraboo (West Baraboo),2,0,43.4733,-89.7489
10474,Shelby (Kingstown),2,0,35.1781,-81.5543
10473,Mccracken (county),3,0,37.0834,-88.6375
10472,Kempner,2,0,31.0927,-97.9864
10471,Jefferson City (Jefferson Cty),2,0,38.5621,-92.1533
10469,Wilmington (Stanton),3,0,39.7125,-75.6484
10468,Saint Paul (North Saint Paul),2,0,45.0002,-93.0024
10466,Center Valley,2,0,40.5304,-75.39699999999998
