cities,incidents,latitude,longitude
Sabine Pass,2,29.7201,-93.8717
Altura,2,44.0828,-91.9796
Maitland (Eatonville),2,28.6202,-81.3819
Jersey City (Greenville),2,40.6929,-74.0939
Peach Creek,2,37.8749,-81.9827
West Glacier,2,48.6064,-113.886
Pittston (West Pittston),2,41.3409,-75.8047
Mcpherson (county),2,38.3693,-97.6642
Basalt,2,39.3776,-107.079
Bertie (county),2,36.1716,-77.2218
Red Oak (Ovilla),2,33.06,-96.6435
York Haven,2,40.1116,-76.7793
Fox,2,34.3658,-97.4901
Elko New Market,2,44.571,-93.3597
North Conway,2,44.0544,-71.129
Clintwood,2,37.1671,-82.3809
Sutton (Sutton-Alpine),2,61.7423,-148.9
Lakehills,2,29.5604,-98.9742
Clearfield (county),2,41.082,-78.6536
Hartsburg,2,38.7315,-92.2838
Livingston (Coatopa),2,32.5632,-88.1382
Barbeau,2,46.2885,-84.2108
Jetersville,2,37.3413,-78.0315
Syracuse (Mattydale),2,43.1035,-76.1499
Jackson (Bemis),2,35.5784,-88.8189
Fort Recovery,2,40.4065,-84.7963
Seattle (Greenwood),2,47.6712,-122.358
Jefferson Davis (county),2,31.5319,-89.6842
Steamboat Rock,2,42.4182,-93.073
Stanton (Bowen),2,37.8063,-83.7663
Itawamba (county),2,34.3668,-88.2226
Cabery,2,40.9958,-88.1991
Mermentau,2,30.1905,-92.5812
Major (county),2,36.2715,-98.478
Amsterdam (Perth),2,42.9438,-74.1829
Alexandria Bay,2,44.2948,-75.9739
Mount Hamilton,2,37.3334,-121.668
Worley,2,47.4008,-116.917
Appalachia (Exeter),2,36.9101,-82.7912
South Amboy,2,40.4962,-74.2987
Woodson Terrace,2,38.7355,-90.3565
Sykesville,2,39.4294,-77.0084
Bluefield (Bluewell),2,37.3138,-81.2582
Risingsun,2,41.2685,-83.4387
Blanco,2,30.045,-98.3401
Blanket,2,31.831,-98.7886
Doe Run,2,37.7557,-90.4875
Minersville,2,40.6927,-76.2645
Lilesville,2,34.9905,-80.0756
Elephant Butte,2,33.1908,-107.222
Tazlina,2,62.0462,-145.409
Washburn (county),2,45.8411,-91.9321
Hayfork,2,40.4348,-123.198
Cawood,2,36.7933,-83.2546
Arnegard,2,47.7594,-103.438
Weber City,2,36.6037,-82.5699
Cullen,2,32.9677,-93.4537
Lenexa (Overland),2,38.931,-94.6678
Charleston (Wando),2,32.9422,-79.8403
Terrebonne,2,44.3529,-121.179
Fairfax Station,2,38.7712,-77.3592
Kealakekua,2,19.5196,-155.923
Keego Harbor,2,42.6045,-83.3438
Carrollton (Pickensville),2,33.2707,-88.1104
York (Hellam),2,40.0186,-76.6564
Helenwood,2,36.4681,-84.539
Goodells,2,42.9287,-82.7076
Cheswold,2,39.2214,-75.583
Erving,2,42.5948,-72.4419
Bucoda,2,46.7994,-122.892
Noma,2,30.9802,-85.6189
Mccomb (McComb),2,31.2308,-90.3694
War (English),2,37.3041,-81.6807
Isanti (county),2,45.5669,-93.2457
Fosston,2,47.5657,-95.7315
Dallas (Monroe Township),2,41.3362,-75.9633
Pitkin (county),2,39.2192,-106.862
Cleveland (Linndale),2,41.446,-81.7673
Sumterville,2,28.791,-82.0757
Canterbury,2,43.352,-71.5812
South Mountain,2,39.841,-77.469
Dry Fork,2,36.6686,-79.5242
Saint Albans (Jefferson),2,38.3776,-81.7913
Edgefield (county),2,33.7896,-81.9296
Grand Rapids (Walker),2,43.0103,-85.6847
Tumtum (Tum Tum),2,47.8912,-117.684
Panama City (Southport),2,30.3051,-85.6498
Merchantville,2,39.9476,-75.05
Sunflower,2,31.374,-88.0091
Carnegie (Collier Township),2,40.3994,-80.1013
Genessee (county),2,42.9959,-83.773
Powell (county),2,37.8381,-83.8261
Talmage,2,39.1333,-123.166
Box Elder (county),2,41.8342,-113.153
Duluth (Hermantown),2,46.7962,-92.1923
West Wardsboro (Stratton),2,43.0383,-72.9009
Soddy-daisy,2,35.2233,-85.2187
Chagrin Falls (Orange),2,41.4358,-81.4018
Hugo,2,34.0084,-95.5213
Loachapoka,2,32.5891,-85.579
Edson,2,39.3297,-101.531
San Antonio (China Grove),2,29.3976,-98.3404
Palmetto Point,2,27.7025,-80.3831
La Crescent (Dresbach),2,43.8914,-91.3428
Port Bolivar,2,29.3808,-94.7644
Gosper (county),2,40.6042,-99.8625
Childress (county),2,34.4307,-100.216
Capitol Heights (Fairmount Heights),2,38.9033,-76.9227
Curtice,2,41.6294,-83.3299
Northvale,2,41.0108,-73.9573
Ripton,2,43.9762,-73.0185
Center City,2,45.4903,-92.7839
Sunman,2,39.2209,-85.066
Lettsworth,2,30.9351,-91.7185
Colden,2,42.6621,-78.6866
Albuquerque (Los Ranchos De Albuquerque),2,35.1372,-106.631
Northampton (county),2,40.6241,-75.2826
Wilseyville,2,38.3792,-120.445
Evansdale (Elk Run Heights),2,42.4769,-92.2824
North Zulch,2,30.9167,-96.1058
Wind Ridge,2,39.8314,-80.4462
Bridport,2,43.9972,-73.2894
San Antonio (Alamo Heights),2,29.4887,-98.4692
Columbia (Olympia),2,33.9758,-81.0292
Ceresco,2,40.9872,-96.6422
Copperopolis,2,37.9436,-120.61
Sonoita,2,31.7378,-110.68
Utica (Shelby Charter Township),2,42.6326,-83.0697
Baltimore (baltimore),2,39.3091,-76.6743
Rising Fawn,2,34.7996,-85.4794
Tonkawa,2,36.6596,-97.3459
Snow Camp,2,35.921,-79.3659
Gibson County,2,35.8636,-88.7577
Burnt Ranch,2,40.7395,-123.443
Jamacha,2,32.7463,-116.928
Meeker,2,35.4908,-96.895
Roxie (Cranfield),2,31.5384,-91.2118
Fulton (Granby),2,43.322,-76.4072
Breckinridge (county),2,38.2246,-85.6378
Lanesville,2,38.2047,-85.9554
Cord,2,35.8533,-91.3284
Irwin (North Huntingdon),2,40.3338,-79.7102
Union (Appleton),2,44.3125,-69.3305
Cocoa (Port St John),2,28.4685,-80.8043
Homer (Fritz Creek),2,59.804,-151.145
Austin (Brushy Creek),2,30.2202,-97.7499
Saint Louis (Riverview),2,38.6301,-90.1935
Morgantown (Bean Blossom),2,39.274,-86.2531
Northville,2,42.4365,-83.5124
Mcdonough (McDonough),2,33.4532,-84.2128
Bayou Chene,2,30.141,-91.5371
Gothenburg,2,40.9452,-100.16
Nemacolin,2,39.8794,-79.9292
Tampa (Ybor City),2,27.9631,-82.4306
Noorvik,2,66.8548,-159.873
Arroyo Seco,2,35.9336,-106.021
Matthews (Wesley Chapel),2,35.0729,-80.6883
Agra,2,35.8552,-96.9464
Tyronza,2,35.4892,-90.3547
Krotz Springs,2,30.4912,-91.7594
Quicksburg,2,38.7007,-78.6668
Nova,2,41.0433,-82.2981
Cook (county),2,31.1756,-83.4515
Emmalena,2,37.3334,-83.1009
Gambell,2,63.5084,-171.429
Barry,2,39.7862,-90.9921
Vacherie,2,29.9484,-90.7065
Oakland Charter Township,2,42.7268,-83.2023
Susquehanna Township,2,40.2787,-76.8343
Blewett Pass,2,47.3354,-120.579
Twisp,2,48.361,-120.134
Melbourne Beach,2,28.0348,-80.5421
Calloway County,2,36.5562,-88.4429
Somo,2,45.5063,-89.981
Dallas City,2,40.6018,-91.1534
Plantersville (Todd Mission),2,30.2478,-95.821
Swink,2,33.9908,-95.1565
Pine County,2,46.031,-92.4882
Jayess,2,31.4675,-90.2195
Garrett,2,41.3484,-85.1331
Burke,2,38.7942,-77.272
Opa-Locka,2,25.902,-80.2358
Crosby County,2,33.55,-101.252
Sunset Harbor,2,33.9241,-78.1999
Mentor-on-the-Lake,2,41.7071,-81.3613
Hecker,2,38.3059,-89.9917
Huachuca City,2,31.5526,-110.35
Baltic (Sprague),2,41.5992,-72.0449
Darke County,2,40.2139,-84.6401
Burr Oak,2,41.8541,-85.3296
Glacier County,2,48.5217,-112.92
Old Forge,2,41.3613,-75.7424
Warfield,2,37.843,-82.4186
Havertown,2,39.974,-75.3217
Grainger County,2,36.1929,-83.4968
Clark Fork,2,48.1922,-116.168
Jemez Pueblo (Jemez),2,35.7083,-106.938
Richmond Township,2,42.8333,-82.783
Moxee,2,46.5289,-120.384
Debord,2,37.7893,-82.5913
Big Bend,2,38.9698,-81.1149
South Jamesport,2,40.9364,-72.5794
Allen (county),2,41.1383,-85.0648
Dothan (Kinsey),2,31.2874,-85.3458
Barron (county),2,45.3519,-91.8886
Pingree,2,43.0374,-112.653
Ernul,2,35.2271,-77.0518
Crowell,2,33.9574,-99.7015
Richmond (Richmond Township),2,42.8753,-82.7811
Sebree,2,37.5903,-87.5435
Marietta ,2,33.905,-84.466
Bristol (Tullytown),2,40.139,-74.8153
Wahpeton ,2,46.2817,-96.6091
Noxubee County,2,33.1606,-88.5565
Halstad,2,47.3515,-96.8204
Hindsville,2,36.1955,-93.8432
Highgate,2,44.947,-73.0225
Rosman,2,35.1685,-82.8076
Jenkins (county),2,32.6447,-81.9279
Stafford Township,2,39.7047,-74.2633
Naples ,2,26.1926,-81.801
Jennings ,2,30.2502,-92.6636
Sublimity,2,44.853,-122.663
Cruger,2,33.3209,-90.2329
Nancy (Jabez),2,37.0415,-84.7931
Falkner,2,34.8581,-88.9735
Concho,2,34.4286,-109.689
Oroville (Butte Valley),2,39.6595,-121.626
Raysal,2,37.3431,-81.7823
Okeechobee County,2,27.3462,-80.8987
Los Osos,2,35.3152,-120.831
Brierfield,2,33.0357,-86.9742
Sheridan Lake,2,43.9736,-103.467
Webster County,2,37.4892,-87.737
Lena,2,32.5736,-89.7465
Okanogan,2,48.3565,-119.593
Castle Hills,2,29.5126,-98.5223
Prairie Du Sac,2,43.2895,-89.7194
Fort Cobb,2,35.0978,-98.435
Coltons Point,2,38.2292,-76.7608
Holloway,2,40.1621,-81.1321
Oakridge,2,43.7481,-122.487
Pittsburgh (Churchill),2,40.4445,-79.8564
Lansford,2,40.8278,-75.8911
Saegertown,2,41.7349,-80.1512
Aquasco,2,38.5806,-76.7238
Jefferson Twp,2,39.7092,-84.3342
Kissimmee ,2,28.1427,-81.4921
Madison Parish,2,32.4223,-91.1916
Wrens,2,33.2463,-82.3173
Granada Hills,2,34.2841,-118.511
Bessemer ,2,33.3921,-86.943
Cincinnati (Kennedy Heights),2,39.1818,-84.4144
Tahoe National Forest,2,39.447,-120.62
Saint Louisville,2,40.1849,-82.353
Moss Bluff,2,30.3007,-93.2217
Sells,2,31.9213,-111.89
Drums,2,41.034017,-76.003059
Homedale,2,43.635593,-116.96811
Cope,2,33.381696,-80.956389
Pardeeville,2,43.516772,-89.31459
Gattman,2,33.8522,-88.2479
Broken Arrow ,2,35.9882,-95.8065
Nokesville,2,38.6987,-77.5798
Blacklick,2,39.9915,-82.7819
Harborcreek,2,42.172938,-79.937675
Carrollwood,2,28.075,-82.507
Toquerville,2,37.237701,-113.332321
Glendive,2,47.0826,-104.846
Montezuma Creek,2,37.25391,-109.106079
Peggs,2,36.1056,-95.0902
Greig,2,43.666,-75.2899
Coshocton County,2,40.2736,-81.9535
Ashburnham,2,42.6332,-71.9113
Louisiana,2,39.4511,-91.051
Bayfield,2,37.2182,-107.605
Fruit Heights,2,41.0412,-111.912
Rumson,2,40.3689,-73.9983
Rancho Peñasquitos,2,32.9657,-117.115
Kingfisher,2,35.8415,-97.9057
Senatobia,2,34.6207,-89.9515
Grand Ronde,2,45.0616,-123.573
Hondo,2,29.3582,-99.1285
Bellefonte (Pleasant Gap),2,40.8711,-77.7382
Wampum,2,40.9213,-80.3764
Lake View Terrace,2,34.2751,-118.381
Hydaburg,2,55.1584,-132.44
Fort Yates,2,46.1188,-100.657
Fort Pierce ,2,27.4526,-80.3373
Grayslake (Gages Lake),2,42.3466,-87.9884
Surgoinsville,2,36.520167,-82.857862
Talbot County,2,32.6891,-84.5222
Myra,2,38.222163,-82.113554
Leelanau County,2,44.9477,-85.6555
Sierra Blanca,2,31.315723,-105.452562
Mesa County,2,39.1519,-108.723
Colgate,2,43.1933,-88.2635
Spiceland,2,39.91725,-85.450834
Kenton County,2,38.9864,-84.5641
Camillus,2,43.0524,-76.2692
Bensenville,2,41.839679,-88.088716
Premont,2,27.315242,-98.164332
Wyalusing,2,41.7238,-76.2704
Creola,2,30.944616,-88.090905
Caulfield,2,36.578961,-92.051654
Upper Moreland,2,40.1428,-75.0904
Ronceverte,2,37.7499,-80.4673
Winter Haven ,2,28.0268,-81.733
Groveton,2,44.75096,-71.422453
Counce,2,35.110079,-88.292167
Greenburgh,2,41.0002,-73.8343
Highland Home,2,31.9535,-86.3139
Dawson (county),2,34.4095,-84.0943
Shuqualak,2,33.082645,-88.659645
Little Hocking,2,39.274635,-81.655976
Marmet,2,38.241,-81.5604
Hutchinson Island,2,27.477,-80.298
Mount Carmel,2,40.803636,-76.428612
Lanark,2,37.748935,-81.224458
Carrizozo,2,33.641799,-105.875816
Delbarton,2,37.7435,-82.2151
Mcpherson,2,38.376,-97.6646
Marbletown,2,43.0208,-77.0665
Ishpeming,2,46.43869,-87.709096
Santiago,2,45.5392,-93.8201
Iron River,2,46.12047,-88.618995
Alamance,2,36.1682,-79.3362
Bel Ridge,2,38.7107,-90.3298
Harper,2,37.111488,-98.048121
Montcalm,2,43.279958,-85.05493
Herreid,2,45.833733,-100.020048
Hughson,2,37.545683,-120.966091
Okemah,2,35.462681,-96.430286
Forest Lakes,2,34.3307,-110.799
Randle,2,46.5492,-121.68
Fults,2,38.2296,-90.2298
Coos County,2,43.3336,-124.142
Kailua-Kona,2,19.642,-155.996
Wilmington Manor,2,39.6931,-75.5822
West Valley,2,40.6988,-111.939
Silvis,2,41.4906,-90.4058
Puryear,2,36.434,-88.3322
Flathead Reservation,2,47.5002,-114.334
Chesterland,2,41.5244,-81.3401
Thurston,2,47.1414,-122.788
Bayou Vista,2,29.6839,-91.2711
Miles,2,31.6024,-100.182
Bernice,2,32.8074,-92.4986
Hainesport,2,39.9728,-74.8464
Puyallup (Summit),2,47.1521,-122.317
Kress,2,34.3629,-101.728
Fife,2,47.2393,-122.357
Clinton (Turah),2,46.836,-113.83
Boonsboro,2,39.5501,-77.6503
Coal Branch,2,37.7009,-82.188
Grover Hill,2,40.9979,-84.4573
Fort Indiantown Gap,2,40.4398,-76.5983
Linesville,2,41.6865,-80.4277
San Jacinto River,2,29.6766,-94.9794
Arendtsville,2,39.9216,-77.2997
Mc Dowell,2,38.3789,-79.4687
Ethelsville,2,33.4781,-88.2395
Lampasas County,2,31.0667,-98.1857
Sparland,2,40.9647,-89.4763
Tornillo,2,31.454,-106.092
Cut Bank,2,48.6567,-112.358
Russelville,2,38.0985,-80.8962
Beggs (Winchester),2,35.7648,-96.041
Bee County,2,28.4008,-97.7483
Loganton,2,41.0359,-77.2964
Rogers County,2,36.3898,-95.6458
Elk,2,48.0311,-117.347
Swarthmore,2,39.8908,-75.339
West Glens Falls,2,43.2997,-73.6897
Medon,2,35.4387,-88.9185
Feltonville,2,40.0109,-75.1166
Nectar,2,33.9636,-86.5991
New Straitsville,2,39.5768,-82.2342
Oakhurst,2,37.372,-119.632
Tescott,2,38.9897,-97.8186
Beckville,2,32.2396,-94.4584
Shoshone (county),2,47.5364,-116.118
Wilkes Barre (Bear Creek Township),2,41.2328,-75.9384
Excursion Inlet,2,58.4173,-135.444
Rand,2,38.2867,-81.5617
River Hills,2,43.1912,-87.9248
San Antonio (Live Oak),2,29.5666,-98.4284
Billings (county),2,46.9737,-103.574
Peculiar,2,38.7092,-94.4418
North Great River,2,40.7499,-73.1677
Soddy Daisy (Soddy-daisy),2,35.2429,-85.1641
North Park,2,40.2412,-111.666
Church Road,2,37.2066,-77.6631
Sacaton,2,33.0767,-111.734
Horton,2,34.1801,-86.3543
Washington Crossing,2,40.2896,-74.8659
West Goshen,2,39.9725,-75.5617
Mabton,2,46.2042,-119.939
West Gardiner,2,44.2524,-69.8878
Duchesne,2,40.1672,-110.39
Wilson City,2,36.9239,-89.2244
Oregon House,2,39.362,-121.263
Chisago County,2,45.3939,-92.8166
Hales Corners,2,42.9519,-88.0672
Glynn County,2,31.2442,-81.5453
Bethel (Napaskiak),2,60.7854,-161.801
Bartholomew County,2,39.2349,-85.7787
Laguna Hills,2,33.5853,-117.709
Mc Kees Rocks (McKees Rocks),2,40.473,-80.057
Indianapolis (Homecroft),2,39.6704,-86.1289
Desert Springs,2,33.633,-111.936
Shiro,2,30.6146,-95.8869
Rhome,2,33.0812,-97.4276
Axis,2,30.9666,-88.0493
Summer Shade,2,36.8682,-85.721
Coats,2,35.4095,-78.6575
Chico ,2,39.7498,-121.873
Halethorpe (Arbutus),2,39.2562,-76.6631
Frametown,2,38.6872,-80.9212
Avis,2,41.1875,-77.3062
Lime Springs,2,43.4579,-92.3315
Badger,2,48.7835,-96.013
Big Beaver,2,40.8328,-80.3274
Spring Hill (Weeki Wachee Gardens),2,28.5388,-82.6188
New Chicago,2,41.5689,-87.2557
Vermilion Parish,2,29.9379,-92.0068
Muscogee,2,32.4794,-84.8985
Fort Wright,2,39.0588,-84.5416
Ventnor City,2,39.3389,-74.4843
Vestavia Hills,2,33.4488,-86.7966
Gilchrist County,2,29.8344,-82.7024
Comfort,2,29.9676,-98.9041
Yancey (county),2,35.898,-82.2637
Cherryfield (Beddington),2,44.8143,-68.0631
Richmond (Richmnd),2,37.6044,-77.5412
Puposky,2,47.8768,-95.0038
Los Angeles (Broadway Manchester),2,34.1002,-118.043
Jerseyville,2,39.1176,-90.3274
Vichy,2,38.1185,-91.7584
Patrick,2,34.5293,-80
Scotland County,2,34.8451,-79.4704
Roanoke County,2,37.323,-79.9445
Cold Creek,2,36.3335,-115.602
Bainbridge Island,2,47.6249,-122.522
South New Berlin,2,42.5259,-75.4132
Port Salerno,2,27.1428,-80.2092
Bonny Doon,2,37.0416,-122.151
Kent State University,2,41.1536,-81.3499
Lone Wolf,2,34.991,-99.2507
Sealevel,2,34.8795,-76.3902
Greenbrier County,2,37.9847,-80.0961
North Kansas City,2,39.136,-94.5676
Eastvale,2,33.9726,-117.588
San Luis,2,32.4837,-114.762
Stinson,2,38.6574,-81.0743
Grand Marais,2,47.7814,-90.3831
Sprague,2,41.6266,-72.0785
Crystal,2,45.0205,-93.3456
Tama County,2,42.1739,-92.5186
Lascassas,2,35.9959,-86.355
Vassar,2,43.3938,-83.5526
New Cambria,2,39.7651,-92.7537
Dibble,2,35.0313,-97.6311
Alberta,2,32.2089,-87.3361
Glen Saint Mary (Glen St Mary),2,30.2797,-82.1749
Pauma Valley,2,33.289,-116.958
Lehigh,2,38.377,-97.3025
Minocqua,2,45.8723,-89.7092
Cobb,2,33.9192,-84.4666
Engle,2,29.6887,-96.9206
Riverdale (Riverdale Park),2,38.957,-76.9243
Union Point (Woodville),2,33.7163,-83.068
Blooming Prairie,2,43.8536,-93.0415
Miamiville,2,39.2127,-84.2988
Simsboro,2,32.5294,-92.7867
Boiling Spring Lakes,2,34.0203,-78.0444
Dilliner,2,39.7534,-79.9581
Chester (Upland),2,39.8566,-75.379
Evendale,2,39.2319,-84.4594
Rocky Comfort,2,36.707,-94.1854
Chattahoochee,2,30.6852,-84.8287
Gardiner (West Gardiner),2,44.251,-69.8641
Grand Canyon (Grand Canyon National Park),2,36.0621,-112.11
Walnut Shade,2,36.7701,-93.2243
Bruneau,2,42.8353,-115.749
Blacksville,2,39.7201,-80.2122
Trosper,2,36.8332,-83.8408
Michigan City (Trail Creek),2,41.6879,-86.8602
Young America,2,44.8191,-93.8935
Tripp (county),2,43.3456,-99.8966
Lone Jack,2,38.8815,-94.2195
Miami (Pinecrest),2,25.702,-80.3421
Badin,2,35.4055,-80.1075
Ringgold County,2,40.61,-94.2805
Farmerville (Rocky Branch),2,32.7663,-92.3688
Montague Township,2,41.3492,-74.6867
Duryea,2,41.3497,-75.7671
Metuchen,2,40.5536,-74.36
Louisville (Hurstbourne),2,38.2467,-85.5967
Saint Rose (St Rose),2,29.9593,-90.3058
Powellsville,2,36.2257,-76.933
Shawnee County,2,38.9572,-95.9066
Millerton,2,33.9886,-95.0151
Leesburg (Lucketts),2,39.2253,-77.5625
Hinkle,2,36.9466,-83.8084
Shoshone,2,43.0205,-114.496
North Miami Beach (Sunny Isles Beach),2,25.9553,-80.1205
Harrisburg (Paxtang),2,40.2597,-76.8384
Denmark (New Denmark),2,44.3275,-87.8876
Wiscasset (Westport Island),2,43.9581,-69.6817
Sequoyah (county),2,35.3897,-94.519
Middleport (Royalton),2,43.2192,-78.4792
Hyattsville (Palmer Park),2,38.9147,-76.8752
Coal Center,2,40.0813,-79.8582
Alamance (county),2,36.0711,-79.4672
East Rockaway,2,40.6402,-73.6678
Hegins,2,40.6779,-76.4391
Carson (county),2,39.1789,-119.733
East Millcreek,2,40.6907,-111.778
Umpqua,2,43.4351,-123.561
Schofield,2,44.9506,-89.6222
Cincinnati (Anderson),2,39.1019,-84.5133
Gafney,2,31.5476,-91.3584
Timpson,2,31.9153,-94.397
Roca,2,40.6248,-96.6673
Muskegon County,2,43.2963,-86.1532
Index,2,37.9076,-83.2992
Hutchinson County,2,35.6825,-101.389
Lamoni,2,40.6165,-93.923
Dale (Lytton Springs),2,29.9996,-97.5893
Isle of Wight (county),2,36.984,-76.6385
St. Roch,2,29.9781,-90.0495
Tupper Lake,2,44.2333,-74.4454
Deane,2,37.244,-82.7616
Lenox (El Dorado),2,31.3562,-83.4982
Jenison,2,42.901,-85.8218
Thackerville,2,33.7867,-97.1348
Yellow Springs,2,39.8059,-83.9082
Akron (East Akron),2,41.0606,-81.4868
Oregon City (Redland),2,45.3573,-122.607
Fort Hall,2,42.9903,-112.425
Grand Haven,2,43.0672,-86.2202
Shady Side,2,38.8248,-76.5149
Walker (Leech Lake),2,47.0955,-94.5316
Wrentham,2,42.0415,-71.3506
Trout Run,2,41.3966,-76.9949
Ellettsville,2,39.2595,-86.6347
Allison Park,2,40.5691,-79.9921
Campbell Hall,2,41.4426,-74.2454
Glenside (North Hills),2,40.109,-75.1647
Letcher,2,43.893,-98.1645
El Jebel,2,39.3899,-107.09
Meade (county),2,44.2159,-102.59
Cookeville (Algood),2,36.1786,-85.4586
Crum Lynne,2,39.8724,-75.3375
Cave Springs,2,36.2703,-94.2141
Spillville,2,43.2038,-91.953
Angelica,2,42.297,-78.0283
Lea (county),2,32.7117,-103.137
Pompano Beach (Parkland),2,26.3045,-80.2694
Citrus Springs,2,28.9975,-82.4707
Emery (county),2,39.3843,-111.084
Mount Wolf,2,40.0666,-76.7056
Scipio Center (Venice),2,42.7835,-76.5589
Jessamine (county),2,37.8901,-84.5925
Amite (Grangeville),2,30.7278,-90.5343
Aitken,2,46.4904,-93.6783
Sheboygan Falls,2,43.7277,-87.8194
White Deer,2,41.0529,-76.8939
Fort Smith (Bonanza),2,35.3673,-94.4135
Page,2,36.9952,-111.487
Wofford Heights,2,35.7109,-118.562
Lame Deer,2,45.5775,-106.531
Wood Ridge (Wood-ridge),2,40.8482,-74.0865
Rhinebeck,2,41.9729,-73.9272
Port Washington,2,43.395,-87.8804
Marble Falls (Granite Shoals),2,30.5834,-98.3957
Harrisonburg (Harrisburg),2,38.4231,-78.8736
Newmanstown (Sheridan),2,40.3495,-76.2133
Factoryville,2,41.5976,-75.7993
Bellbrook,2,39.6417,-84.0844
Mansfield ,2,32.0398,-93.6947
Lathrup Village,2,42.5025,-83.2226
Byron Township,2,42.841,-85.6641
Plain,2,43.2786,-90.0447
Weyauwega,2,44.374,-88.9574
Descanso,2,32.872,-116.633
Blenheim,2,34.5107,-79.6528
Cashiers,2,35.1205,-83.0881
Boggs,2,40.8627,-79.3962
Mchenry (county),2,42.2924,-88.2146
Northampton County,2,36.416,-77.4243
South Farmingdale,2,40.723,-73.4558
East Liberty,2,40.4689,-79.9276
Decatur County,2,30.872,-84.5222
Ladoga,2,39.914,-86.7909
White Bear Lake,2,45.0784,-93.012
Walworth County,2,42.5827,-88.3907
Lumpkin County,2,34.5258,-83.9799
Josephine County,2,42.3448,-123.457
McComb,2,31.1711,-90.4972
Pedricktown,2,39.7714,-75.4218
Hartford City,2,40.4495,-85.3662
Pocasset,2,41.6953,-70.6069
Springport,2,42.3493,-84.6428
Medicine Bow,2,42.1093,-105.987
Unicoi County (county),2,36.073,-82.5186
Fort Gaines,2,31.612,-85.0462
Lloyd,2,41.7362,-74.0054
Chestnut Ridge,2,41.0815,-74.0608
Ashboro,2,39.4129,-87.0506
Ocean Springs ,2,30.4007,-88.7085
Edina,2,44.8819,-93.3763
Fountain City,2,39.9573,-84.9187
Silver Bow (county),2,46.0213,-112.732
Great Mills,2,38.2469,-76.4881
Montepelier,2,44.2064,-72.5057
Idaho City,2,43.8314,-115.834
Mineral County,2,38.952,-118.82
Kewaunee,2,44.4593,-87.5059
Margate ,2,26.2348,-80.2143
Upper Saddle River,2,41.0534,-74.1194
Corbett,2,45.5045,-122.329
Plum,2,40.4861,-79.7711
Morton Grove,2,42.0427,-87.7788
Masardis,2,46.6083,-68.3878
Huntsville ,2,34.6911,-86.5749
Spink County,2,44.844,-98.3517
Susquehanna (county),2,41.7776,-75.5975
Loyall,2,36.8525,-83.3522
Tega Cay,2,35.0489,-81.0134
Riverdale Park,2,38.9571,-76.9243
Cranesville,2,41.9442,-80.34
Poinsett County,2,35.6356,-90.6606
Meredosia,2,39.8269,-90.5077
Alameda County,2,37.6017,-121.72
Margarettsville,2,36.495,-77.3487
Highland Village,2,33.0776,-97.0817
Two Rivers,2,44.1509,-87.5682
West Palm Beach (Singer Island),2,26.7881,-80.036
Lexington ,2,38.0766,-84.4604
Reynolds (county),2,37.2142,-91.0416
Keyport,2,40.4479,-74.2303
Remsen,2,42.721,-95.9589
Leonard,2,42.7379,-83.1359
Grapeville,2,40.3269,-79.6066
Mahaska County,2,41.3296,-92.6984
Omar,2,37.7146,-81.9915
Ekalaka,2,45.5677,-104.208
Opelousas ,2,30.5203,-92.0822
Simla,2,39.1426,-104.088
Barnes County,2,46.9262,-98.1222
Tamarac ,2,26.186,-80.1876
Carteret County,2,34.7271,-76.8983
Hallwood,2,37.841,-75.5298
Pfafftown,2,36.1688,-80.3821
Starke (county),2,41.2765,-86.6071
Burgettstown (Eldersville),2,40.3524,-80.3478
Manor Township,2,39.9765,-76.4332
Bolton Landing,2,43.5892,-73.6718
Indian Hills,2,39.642,-105.261
Burt,2,43.3194,-78.719
Ducktown,2,35.035,-84.3825
Bicknell,2,38.7672,-87.3044
Eucha,2,36.455,-94.9252
Cincinnati (Woodlawn),2,39.2553,-84.4778
Gooding (county),2,42.9396,-114.715
Sarver,2,40.7199,-79.7616
Mc Clure (East Cape Girardeau),2,37.2954,-89.4969
Loa (Fremont),2,38.4019,-111.649
Oroville (Honcut),2,39.3214,-121.506
Columbus (New Hope),2,33.4805,-88.4418
Highland Mills,2,41.3621,-74.1042
Reno (Cold Springs),2,39.693,-119.97
Labette (county),2,37.2525,-95.3212
Hamilton (Millville),2,39.1429,-84.5521
Osage (county),2,38.4612,-91.6587
Mesilla,2,32.2723,-106.792
Bethlehem (Freemansburg),2,40.631,-75.3417
Upper Sandusky,2,40.8221,-83.2881
Prosper,2,33.2375,-96.7773
Mira Loma (Jurupa Valley),2,33.9887,-117.502
Columbia Cross Roads,2,41.8955,-76.6859
Saint Louis (Shrewsbury),2,38.5861,-90.3355
Greenbrier (county),2,38.0198,-80.5438
Midway (Pemberton),2,37.7076,-81.2178
Dale (county),2,31.404,-85.5797
