cities,killed,latitude,longitude
Delavan,1,40.3362,-89.5083
Chiefland,1,29.5041,-82.7978
Saguache,1,38.1994,-106.828
Wilmar,1,33.6167,-91.9283
Saint Anne,1,41.0348,-87.7452
Lawrence Township (Lawrenceville),1,40.2936,-74.6835
Coaling,1,33.1541,-87.3358
Dakota City,1,42.7179,-94.2026
Kiln,1,30.4787,-89.4365
Carterville (Crainville),1,37.7484,-89.0585
Oakland City,1,38.3427,-87.3535
Pitkin,1,30.8155,-92.6526
Clearfield (Sunset),1,41.1335,-112.034
Appanoose (county),1,40.7405,-92.8935
Falcon,1,37.6302,-92.4474
Oxon Hill (Forest Heights),1,38.8073,-77.0024
Round Lake (Hainesville),1,42.3562,-88.0691
La Rose,1,40.9823,-89.2354
Tahoe City,1,39.2053,-120.202
Panhandle,1,35.3205,-101.447
Topmost,1,37.3362,-82.7796
Ocheyedan,1,43.4319,-95.5682
Sanders (county),1,46.2914,-107.097
Huntingdon Valley,1,40.1195,-75.0672
Colcord (West Siloam Springs),1,36.2642,-94.693
Wilhoit,1,32.3534,-111.106
Primrose,1,42.865,-89.6705
Lake Toxaway,1,35.1166,-82.9026
Jim Wells (county),1,27.7414,-98.0946
Eupora,1,33.5433,-89.2791
Delray Beach (West Delray Beach),1,26.4504,-80.1794
Drummond Island,1,45.9939,-83.7458
Coden,1,30.3928,-88.1543
Wellman,1,41.4681,-91.8636
Pond Creek,1,36.7243,-97.7912
Chunchula,1,31.0175,-88.0835
Cedar Mountain,1,35.1671,-82.6612
Follett,1,36.4207,-100.16
Linthicum Heights,1,39.2047,-76.6476
Big Springs,1,41.0635,-102.079
Erlanger (Elsmere),1,38.991,-84.5948
Brinson,1,30.8487,-84.7349
South Natomas,1,38.6225,-121.491
Blue Mountain,1,33.6898,-85.836
Hendry (county),1,26.7343,-80.9481
Saint Marks,1,30.161,-84.2063
Grove Hill,1,31.6867,-87.7871
Santa Fe County,1,35.684,-105.941
Titusville (Ewing),1,40.3096,-74.877
Forkland,1,32.6275,-87.8459
Port Norris,1,39.2598,-75.0801
Eight Mile (Prichard),1,30.8331,-88.2456
Bourg,1,29.5582,-90.6362
Crossnore,1,36.0519,-81.9496
Battletown,1,38.105,-86.3901
Lillian,1,30.4117,-87.4401
Moorefield,1,39.0407,-78.9749
New Rockford,1,47.6801,-99.1378
Evansville (Darmstadt),1,38.1005,-87.571
Millston,1,44.1925,-90.6494
Cincinnati (Springdale),1,39.2942,-84.4842
Pittsburgh (Ben Avon),1,40.5058,-80.0761
Madelia,1,44.0219,-94.4423
Camanche,1,41.7869,-90.2528
Toms River (Berkeley Township),1,39.9421,-74.1959
Earle,1,35.2638,-90.4561
Cave In Rock,1,37.4708,-88.1661
Saint Louis (St. Louis),1,38.7124,-90.2568
Cadet,1,38.0711,-90.7361
Anderson (Chesterfield),1,40.1058,-85.5937
Dundee Township,1,42.0867,-88.2758
Orrington,1,44.723,-68.7988
Kinzers,1,40.0027,-76.0487
Tampa (Clair Mel City),1,27.9158,-82.3639
Tangipahoa (county),1,30.8749,-90.511
Ogden (South Weber),1,41.2443,-111.979
Pasquotank (county),1,36.4272,-76.4078
Gays Mills,1,43.3171,-90.8472
Wapello,1,41.1803,-91.1934
Siskiyou (county),1,41.236,-122.27
Honolulu (Kalihi),1,21.3433,-157.872
Barnsdall (Wolco),1,36.5573,-96.1614
Government Camp,1,45.2442,-121.708
Fort Lauderdale (Cooper City),1,26.1764,-80.2989
Yellowstone (county),1,45.8271,-108.537
Darrow,1,30.1385,-90.9526
Cedaredge (Grand Mesa),1,38.9075,-107.925
Covington (Ludlow),1,39.0945,-84.5456
Brandon (Goshen),1,43.843,-72.9875
Letcher County,1,37.1463,-82.9425
Waymart,1,41.5694,-75.381
Sorrento,1,28.8113,-81.5621
Fort Peck,1,47.9215,-106.127
West Odessa,1,31.8423,-102.499
Mad River,1,40.4516,-123.504
Daytona,1,29.1758,-81.0253
Charleston (Big Chimney),1,38.4065,-81.5388
Littlestown (White Hall),1,39.7445,-77.088
Izard (county),1,35.9181,-92.0631
Winthrop Harbor,1,42.4714,-87.8477
Knob Noster,1,38.7705,-93.5051
Peyton (Falcon),1,38.9383,-104.601
Finley,1,36.0323,-89.4832
Nodaway,1,40.886,-94.872
Thayer,1,36.5267,-91.5422
Warrick (county),1,37.9677,-87.3948
Tannersville,1,41.0511,-75.3421
New Llano,1,31.1103,-93.2787
Port Deposit,1,39.6258,-76.0822
Meadowview,1,36.7669,-81.8448
Flanders,1,40.8337,-74.7033
Marshville,1,34.982,-80.3636
Piercy,1,39.9692,-123.799
Quapaw,1,36.9835,-94.6867
Maury,1,35.48,-77.585
Buckhannon,1,38.994,-80.232
Whitwell,1,35.1398,-85.5926
South El Monte,1,34.0335,-118.047
Represa,1,38.6895,-121.163
Danby,1,42.3605,-76.4717
Maggie Valley,1,35.5189,-83.0773
Pana,1,39.39,-89.0717
Schoolcraft,1,42.1215,-85.6373
Arjay,1,36.8048,-83.6458
Bourne,1,41.7986,-70.5445
Olin,1,35.9546,-80.8489
Emmet (county),1,45.3599,-84.9706
Ben Lomond,1,37.0987,-122.086
Unalakleet,1,63.725,-160.542
Los Angeles (Westchester),1,33.9599,-118.374
Alakanuk,1,62.7214,-164.58
Cash,1,35.7933,-90.9366
Weiser,1,44.199,-116.922
Montour Falls,1,42.3694,-76.847
Notasulga,1,32.5567,-85.7184
Mcpherson County,1,38.3164,-97.6982
Quinton,1,33.69,-87.0782
Williamson,1,37.675,-82.2672
Cocke (county),1,35.9665,-83.1959
Jessieville,1,34.7012,-93.0649
Barren (county),1,36.9423,-86.1633
Choctaw (county),1,33.995,-95.5137
Salmon,1,45.184,-113.897
Saint Rose,1,29.976,-90.301
Labelle,1,26.7518,-81.4377
Ignacio,1,37.1198,-107.657
New Stuyahok,1,59.4026,-157.28
Apison,1,35.0132,-84.9933
Kent County,1,39.2889,-75.6374
Isleton,1,38.1624,-121.586
Justin,1,33.0167,-97.3183
Claremore (Verdigris),1,36.3101,-95.5709
Concordia Parish,1,31.6278,-91.5539
Kettleman City,1,36.0116,-119.964
Penn Valley,1,39.2025,-121.145
Lexington (Arcadia),1,35.6627,-80.2563
Bloomer,1,45.1634,-91.4288
Fort Lawn,1,34.7112,-80.92
Hale,1,44.4078,-83.859
Greenlawn,1,40.8616,-73.3645
Salt Lake City (Cottonwood Heights),1,40.6051,-111.804
Tyler (county),1,39.5541,-80.981
Placentia,1,33.8591,-117.877
Effingham County,1,32.3781,-81.3839
Gustine,1,37.1869,-120.972
Stigler,1,35.1793,-95.1037
Dodd City,1,33.5754,-96.075
Daisytown,1,40.0812,-79.9767
Orangeville,1,39.2352,-111.051
Kitts Hill,1,38.6056,-82.5584
Camby,1,39.6163,-86.3117
Independence Township,1,42.7677,-83.396
Camden (county),1,39.915,-75.0459
Silverhill,1,30.5601,-87.7593
Gandeeville,1,38.6225,-81.5155
Menands,1,42.6869,-73.7181
Cranbury,1,40.309,-74.4918
Jal,1,32.1097,-103.197
Schuylkill Haven,1,40.6189,-76.1517
Fort White,1,29.8679,-82.6528
Shingletown,1,40.5035,-121.818
Tracy City,1,35.3134,-85.7004
Clifton Heights,1,39.9246,-75.3109
Teague,1,31.6134,-96.2846
Alford,1,30.6318,-85.4175
Youngtown,1,33.5996,-112.302
Eagle Springs,1,35.2977,-79.6724
Alexandria (Fort Hunt),1,38.7469,-77.0581
Keithville,1,32.3187,-93.8932
Lynnfield,1,42.5554,-71.0436
Walthourville,1,32.0833,-93.5048
Crane,1,36.899,-93.5717
Atascosa,1,29.2775,-98.759
Beltzhoover,1,40.4208,-79.9958
Windber,1,40.2404,-78.838
Chino Valley,1,34.7728,-112.522
Estherville,1,43.4042,-94.8253
Muskingum (county),1,39.8835,-82.0091
Marquette (county),1,43.7921,-89.3291
East Wenatchee,1,47.4395,-120.303
Springhill,1,32.996,-93.4644
East Saint Louis (Fairmont City),1,38.6298,-90.1381
Bloxom,1,37.8453,-75.6026
Olmsted Falls,1,41.3725,-81.919
Cowley County,1,37.237,-97.0777
Bullock County,1,32.0574,-85.7256
Pickens County,1,34.8513,-82.8695
Mason County,1,38.7357,-82.0356
Rose Hill,1,34.8078,-78.0438
Haralson (county),1,33.7313,-85.1295
High Island,1,29.5623,-94.3922
Riverside County,1,33.7687,-116.394
Polson,1,47.6925,-114.166
East Saint Louis (Washingtn Park),1,38.6266,-90.0993
Glenmora,1,30.9671,-92.5851
Kanawha County,1,38.3105,-81.5494
Washakie (county),1,44.0155,-107.954
Langsville,1,39.085,-82.2697
Belhaven,1,35.5741,-76.5918
Belleville (Van Buren Twp),1,42.2523,-83.4838
Childress,1,34.4263,-100.204
Flora,1,32.5477,-90.3158
O Fallon (Shiloh),1,38.5664,-89.893
Schenectady (Glenville),1,42.8886,-73.9231
Cleveland (Plum Grove),1,30.2559,-95.0674
Halfmoon,1,42.8512,-73.7807
Guymon,1,36.6718,-101.476
Dallas (Farmers Branch),1,32.9413,-96.8905
New Florence,1,40.381,-79.0745
Chesterfield County,1,37.3673,-77.6078
Harlan (county),1,36.9722,-82.9949
Elkhart County,1,41.6062,-85.8486
Runnemede,1,39.8523,-75.0679
Sugar Grove,1,41.7617,-88.443
Fort Campbell,1,36.6599,-87.4576
Antwerp,1,41.1482,-84.8035
Parker (county),1,32.917,-97.6338
Stedman,1,35.0663,-78.6892
Beaverhead (county),1,45.1146,-112.754
Kotzebue,1,66.8986,-162.598
Beaverdam,1,37.9391,-77.6522
Umatilla (county),1,45.7324,-118.757
Chanute,1,37.6799,-95.4593
Philo,1,39.1843,-123.585
Willow Street,1,39.9544,-76.2831
Bay Springs,1,31.979,-89.2885
West,1,33.1679,-89.7019
Bluewell,1,37.3126,-81.2598
Diana,1,32.7165,-94.7168
Mora,1,31.3752,-92.9488
Eldred,1,41.9198,-78.3755
Kooskia,1,46.1085,-115.858
Elliott,1,41.1475,-95.1596
Rock (county),1,42.7053,-88.8268
Cumby,1,33.1307,-95.7793
Montgomery County (county),1,39.105,-77.1905
Allegany,1,42.0905,-78.4948
Mascotte,1,28.5784,-81.8899
Kaunakakai,1,21.1807,-157.087
Hays (county),1,29.8823,-97.9516
Piscataway,1,40.5942,-74.4536
Ben Wheeler,1,32.446,-95.7038
Purcellville,1,39.1315,-77.7029
Hyrum,1,41.6327,-111.848
Caswell (county),1,36.5301,-79.4411
York Springs,1,39.9494,-77.1064
Wirtz,1,37.0816,-79.8772
Ladysmith,1,45.4615,-91.1386
Chadron,1,42.8367,-103.006
Bothell,1,47.766,-122.195
Hamburg,1,40.5767,-76.0171
Neshoba (county),1,32.7803,-89.1303
Rose,1,36.1884,-94.9747
Le Roy (Leroy),1,42.9759,-77.9831
Chickasaw,1,40.437,-84.4949
Wattsburg,1,41.9965,-79.8339
Vincent,1,33.4164,-86.387
Palos Heights,1,41.6569,-87.7998
Vincennes,1,38.6485,-87.5275
Munhall,1,40.3899,-79.9009
San Patricio County,1,28.0398,-97.51
Luther,1,35.7106,-97.2298
Peterborough,1,42.9152,-71.9436
Yoakum,1,29.2907,-97.1491
Capitan,1,33.5444,-105.583
Newburyport,1,42.8194,-70.9108
Newberry (county),1,34.3074,-81.6193
Pecos,1,35.5679,-105.664
Guadalupe County,1,29.5631,-98.2053
Placitas,1,35.2916,-106.409
Peyton,1,38.9507,-104.578
Big Creek,1,37.1161,-83.5682
North English,1,41.5142,-92.0788
Greenup (county),1,38.5483,-82.8659
Alpena,1,45.0748,-83.4629
Leland (Navassa),1,34.2935,-78.0452
Fairland,1,36.7417,-94.8373
Saint Louis (Webster Groves),1,38.6063,-90.3571
Lighthouse Point,1,26.2779,-80.1116
Maynard,1,42.7724,-91.8914
Bronston,1,37.1023,-84.6062
Jericho,1,40.7949,-73.5241
Cleveland (Parma Heights),1,41.3852,-81.78
Bokoshe,1,35.235,-94.7303
Crum,1,37.9057,-82.446
Bastrop County,1,30.1146,-97.5154
Waukee,1,41.6066,-93.8535
Charles (county),1,38.5821,-76.8611
High Point (Archdale),1,35.8971,-79.9201
Seattle (Queen Anne),1,47.6323,-122.398
Grover,1,40.9734,-104.334
South Hackensack,1,40.8728,-74.0493
Tamarac,1,26.2231,-80.2664
Talking Rock,1,34.5015,-84.4733
Cohasset,1,42.2111,-70.8215
Frazeysburg,1,40.1022,-82.1412
Hamlet,1,34.8954,-79.6953
South Lebanon,1,39.3702,-84.2057
Oglethorpe (county),1,33.8868,-83.0618
Brevard (county),1,28.3486,-80.6984
South Portland,1,43.6334,-70.2687
Hope Hull,1,32.1881,-86.3619
Follansbee,1,40.3285,-80.5961
Eastaboga,1,33.6227,-85.9795
Palos Park,1,41.6766,-87.8283
Rossmoor,1,33.8001,-118.074
Aliceville,1,32.9463,-88.2743
Raleigh County,1,37.7053,-81.0649
Peck,1,46.4709,-116.421
Toombs (county),1,32.0366,-82.2755
Heber Springs,1,35.3941,-91.9836
Pike Creek,1,39.7309,-75.7041
Goliad,1,28.4116,-97.4091
Chubbuck,1,42.9274,-112.479
Hackett,1,35.2052,-94.3911
Millinocket,1,45.6626,-68.6857
Northdale,1,28.1015,-82.4896
Landrum,1,35.1537,-82.2253
Napa County,1,38.5025,-122.265
Whiteland,1,39.5455,-86.0592
Hailey,1,43.5256,-114.308
Galax,1,36.6046,-80.9281
Citrus County,1,28.8849,-82.5186
Nauvoo,1,33.9588,-87.5685
Roane County,1,35.8361,-84.5641
Odd,1,37.549,-81.2358
Scio,1,42.2192,-77.9216
Fairlea,1,37.778,-80.4539
Bitely,1,43.7645,-85.8488
Lexington (Edmund),1,33.8647,-81.1989
Mc Coll (Mccoll),1,34.6676,-79.5469
Stoutsville,1,39.6029,-82.7938
Cove City,1,35.1902,-77.3335
Henley,1,38.427,-92.3122
Laurens (county),1,32.5312,-82.9326
Twin City,1,32.4396,-82.204
Lumpkin,1,32.051,-84.7991
Cosby,1,35.8568,-83.2505
Indialantic,1,28.0868,-80.5675
Leadwood,1,37.8602,-90.5936
New Martinsville,1,39.6604,-80.8575
Saint Paul (Mendota Heights),1,44.9021,-93.1374
Middle Village,1,40.7195,-73.8912
Leavittsburg,1,41.2554,-80.8928
Atlanta (Hapeville),1,33.7508,-84.3899
Bedias,1,30.8,-95.8907
Bell Buckle,1,35.6466,-86.4007
Snowmass Village,1,39.2083,-106.952
Fort Bend,1,29.6613,-95.698
Liberty (Pleasant Valley),1,39.2407,-94.3029
Coffee (county),1,31.5186,-85.8244
Orwell,1,41.5596,-80.8039
Sequatchie County,1,35.3469,-85.3963
Peralta,1,34.8292,-106.672
Hocking (county),1,39.4124,-82.7448
Glasford,1,40.5932,-89.8775
Flemington,1,40.53,-74.8437
Platte County,1,39.2147,-94.6738
White Marsh,1,39.4017,-76.4213
Thompsons Station,1,35.7822,-86.8838
Tallapoosa County,1,32.8718,-85.7059
Hawesville,1,37.815,-86.7562
Lanesboro (Lanesborough),1,42.5351,-73.1954
Taneytown,1,39.6604,-77.2488
Hunt (county),1,33.0496,-96.1722
Willis,1,30.4351,-95.548
De Soto,1,38.0611,-90.4703
South San Francisco,1,37.6576,-122.423
Waupaca,1,44.3961,-89.1984
Sacramento (Fruitridge),1,38.5345,-121.455
Malakoff,1,32.1798,-95.959
Edna,1,28.9774,-96.6437
New City,1,41.1644,-73.9851
Makawao,1,20.8343,-156.337
Pinckneyville,1,38.0947,-89.3915
Gilmer,1,32.76,-94.9867
Pinetown,1,35.5102,-76.6707
Mahnomen,1,47.3173,-95.9678
Desha,1,35.7299,-91.6838
Ohatchee,1,33.7319,-86.0549
La Grange (Lagrange),1,38.4411,-85.3136
Laton,1,36.3948,-119.763
East Springfield,1,41.9842,-80.3882
Bradenton (Lakewood Ranch),1,27.4305,-82.404
Campbellton,1,28.7628,-98.2039
Oley,1,40.4095,-75.7293
Melville,1,30.7097,-91.7753
Kanab,1,37.0414,-112.494
Elliott County,1,38.1575,-83.122
Tieton,1,46.7164,-120.759
Castleton,1,43.6097,-73.187
Harts,1,38.0719,-82.1471
Discovery Bay,1,37.9078,-121.615
Henry,1,36.2099,-88.4172
Lewisport,1,37.9317,-86.9221
Pittsburgh (Bloomfield),1,40.5408,-79.8394
Los Angeles (Mar Vista),1,34.0081,-118.451
Pippa Passes,1,37.3583,-82.8474
Grayson County,1,36.647,-81.0887
Avoca,1,43.1029,-82.7379
El Dorado Hills,1,38.6448,-121.066
Detroit (Redford Charter Township),1,42.342,-83.2588
Castlewood,1,36.8901,-82.2796
Miami Township,1,39.241,-84.277
East Ridge,1,34.9936,-85.2303
Minerva,1,43.7865,-73.9802
Mountain Village,1,62.088,-163.718
Fouke,1,33.3026,-93.8775
Saint Petersburg (Gulfport),1,27.7445,-82.6948
Thornville,1,39.9192,-82.4839
Wedowee,1,33.3863,-85.5595
Acampo,1,38.2351,-121.11
Falls,1,41.466,-75.8686
Ellington,1,41.9364,-72.3648
Itta Bena,1,33.5101,-90.3371
Lyles,1,35.8619,-87.3652
Surry County,1,36.3284,-80.8661
Star City,1,33.9402,-91.8077
Idaho Springs,1,39.7436,-105.529
Birmingham (Grayson Valley),1,33.6572,-86.6312
Pinconning,1,43.8533,-83.9672
Blaine (county),1,35.8475,-98.4132
Fowler,1,36.6354,-119.679
Poinciana,1,28.1148,-81.4628
Ashe County,1,36.4437,-81.5809
Miami Springs,1,25.8116,-80.2799
Houma (Bayou Blue),1,29.5935,-90.7447
Waldorf (Saint Charles),1,38.589,-76.8999
Troup,1,32.1434,-95.1318
Coolin,1,48.6035,-116.839
Huger,1,32.9947,-79.8426
Scioto (county),1,38.7594,-82.9576
Portage County,1,44.4736,-89.4742
San Joaquin (county),1,37.9744,-121.265
Culbertson,1,48.1653,-104.63
Slocomb,1,31.1152,-85.5938
Nicholas (county),1,38.2897,-80.8501
Orlando (Orlo Vista),1,28.5475,-81.4479
Trumbull County,1,41.154,-80.708
Hickman,1,36.5671,-89.1798
Milton (Pace),1,30.6884,-87.048
Lafourche Parish,1,29.6952,-90.5258
Jim Wells County,1,27.5881,-98.1892
Nesmith,1,33.6694,-79.5474
Marlboro (county),1,34.6344,-79.6899
St. Clair Shores,1,42.4642,-82.9019
Hennepin,1,34.4928,-97.341
Bridge City,1,30.0486,-93.8155
Hardeman (county),1,35.0505,-89.1866
Susanville,1,40.3814,-120.802
Nortonville,1,37.1418,-87.4153
Mauriceville,1,30.2069,-93.8749
Wills Point,1,32.7134,-96.0066
Papillion,1,41.1401,-95.9859
Ringtown,1,40.8402,-76.2261
Catoosa,1,36.1561,-95.6585
Paden City,1,39.6037,-80.9347
Sanborn,1,43.1443,-78.9239
Silverton,1,44.9995,-122.775
Manteno,1,41.2795,-87.8654
Marana,1,32.3586,-111.09
Alsip,1,41.6546,-87.7284
Ironton,1,37.5952,-90.6374
Hockessin,1,39.7667,-75.7039
Milwaukee (Glendale),1,43.1167,-87.9167
South Cumminsville,1,39.1484,-84.5513
Brinkley,1,34.9038,-91.1989
Pound,1,37.1344,-82.6042
Bluefield (Brush Fork),1,37.331,-81.2131
Kulpmont,1,40.7954,-76.4709
Horse Cave,1,37.1793,-85.9002
Soquel,1,36.9928,-121.957
Crisp County,1,31.8876,-83.8049
Prince George County,1,37.2972,-77.2057
Meadow Bridge,1,37.8111,-80.775
Coconino (county),1,35.2165,-111.594
Amherst (South Amherst),1,41.374,-82.2558
Cowlitz (county),1,46.1525,-122.967
Sloan,1,42.2353,-96.2225
Chicora,1,40.9453,-79.7363
Bear Creek,1,44.5284,-88.7276
Libertyville,1,42.2488,-87.9458
East Saint Louis (East St Louis),1,38.6297,-90.1383
Pipe Creek,1,29.6502,-98.9667
Monroeton (Monroe),1,41.6845,-76.5252
Fort Towson,1,34.0202,-95.2675
Pine Grove,1,40.5924,-76.2765
Driggs,1,43.7314,-111.099
Glen Rock,1,39.8265,-76.6848
Summit Argo (Summit),1,41.7925,-87.7893
Hurlock,1,38.6215,-75.8508
La Plata,1,38.543,-77.0148
D'Iberville,1,30.4446,-88.8884
Manokotak,1,58.8634,-159.127
Tomahawk,1,45.489,-89.7329
Coloma,1,42.2084,-86.2888
Barrow (county),1,33.915,-83.7553
Dunsmuir,1,41.2017,-122.274
North Judson,1,41.2151,-86.7758
Grayslake,1,42.3538,-88.0385
Fort Defiance,1,35.7471,-109.071
Saint Paul (Vadnais Heights),1,44.9832,-93.0812
Imlay City,1,43.0196,-83.1141
Hanceville,1,34.0898,-86.7247
Kingsville,1,41.7959,-80.6689
Uvalda,1,32.0022,-82.4931
Bullitt (county),1,37.9345,-85.7613
Desoto (county),1,34.8705,-89.7694
Cerro Gordo,1,34.3442,-78.9315
Clarksburg (Stonewood),1,39.2502,-80.3161
Diamond,1,37.0552,-94.3316
Verdigris,1,36.2476,-95.6674
Stoddard,1,43.0367,-72.0912
Stowe,1,44.4633,-72.6831
Alvarado,1,32.4292,-97.2388
Los Fresnos,1,26.0724,-97.4732
Dresden,1,36.3026,-88.6945
Bokeelia,1,26.6959,-82.1444
Sullivan City,1,26.3008,-98.5583
Melba,1,43.3508,-116.709
Baltimore (Waverly),1,39.3289,-76.6052
Wilder,1,43.6553,-116.952
Yacolt,1,45.813,-122.354
Allapattah,1,25.8112,-80.2163
Astor,1,29.1445,-81.6111
Willcox,1,32.262,-109.841
Kiowa,1,34.723,-95.8987
Elm Grove,1,43.0454,-88.0669
Northwoods,1,38.7069,-90.2974
Kincaid,1,38.0407,-81.2702
Minong,1,46.0815,-91.9058
Round O,1,33.0119,-80.5436
Senoia,1,33.2835,-84.6736
Watts,1,36.133,-94.6212
Chattooga (county),1,34.5426,-85.4508
Rosalia,1,37.8103,-96.6197
Vale,1,35.5484,-81.4393
Ogden (Washington Terrace),1,41.1668,-111.972
Whitmire,1,34.5157,-81.5891
Berne,1,42.5781,-74.2008
Avella,1,40.3094,-80.5027
Oak City,1,35.9363,-77.3122
Schaumburg,1,42.0067,-88.08
Crisfield,1,37.9962,-75.8392
Elba,1,31.4197,-86.0786
Kinder,1,30.4932,-92.8446
Harrisonville,1,38.6608,-94.3488
Battleboro,1,36.0716,-77.8131
Colorado Springs (Black Forest),1,38.8337,-104.822
Carnesville,1,34.3593,-83.1972
Sunland,1,34.2596,-118.305
Saint Francisville,1,30.7881,-91.3784
Cincinnati (Mount Washington),1,39.1371,-84.5418
Daytona Beach (Daytona Beach Shores),1,29.1711,-80.9801
Morenci,1,33.0519,-109.326
Turbeville,1,33.88,-80.0094
Lexington (Red Bank),1,33.9118,-81.2079
Kapaau,1,20.2203,-155.746
Rio,1,43.4854,-89.2579
Florala,1,31.0017,-86.3259
West Palm Beach (Mangonia Park),1,26.6832,-80.0737
Coldwater,1,41.9459,-85.0098
Ararat,1,36.3707,-80.6059
Hoke County,1,34.9837,-79.1909
Rocky Ford,1,38.0572,-103.72
Floyds Knobs,1,38.3522,-85.8888
Wynnewood,1,34.6351,-97.2084
Baldwin County,1,30.8621,-87.8906
North Stonington,1,41.4632,-71.923
Johnson City (Gray),1,36.377,-82.465
Middletown (Liberty Township),1,39.3714,-84.3913
Wardsboro,1,43.041,-72.7898
Thomas (county),1,30.8291,-83.987
Boulder Creek,1,37.1766,-122.075
Hidalgo,1,26.1037,-98.2467
Parrottsville,1,36.0098,-83.1203
Woodland Park,1,38.981,-105.056
Waseca,1,44.9228,-93.0943
Hunlock Creek,1,41.2589,-76.1042
Walls,1,34.9646,-90.1174
Pine Mountain,1,32.8718,-84.8668
New Providence (Providence),1,39.927,-76.2121
St. Petersburg,1,27.7569,-82.6487
Plover,1,44.4304,-89.5183
New Church,1,37.9607,-75.5268
Pittsburgh (Baldwin),1,40.3374,-79.9922
Harleysville,1,40.2861,-75.3964
Cincinnati (Fairmount),1,39.1497,-84.5615
Coraopolis,1,40.5124,-80.2322
Fresno (Calwa),1,36.6416,-119.764
Lincolnwood (Chi),1,42.0045,-87.7301
Denton (Corinth),1,33.1558,-97.0656
Katonah,1,41.2485,-73.7428
Willards,1,38.3938,-75.3556
Newberry County,1,34.3091,-81.6035
Red Lake,1,47.876,-95.0229
Gregory,1,43.2315,-99.4296
Buffalo (West Seneca),1,42.9946,-78.808
Fort Lauderdale (Lauderdale By The Sea),1,26.1999,-80.0947
Lovelock,1,40.2351,-118.426
Elliston,1,37.1744,-80.232
Ferris,1,32.5278,-96.6529
Pemiscot (county),1,36.2338,-89.8131
Mountain Pine,1,34.6017,-93.1409
Pilot Station,1,61.6809,-163.184
Agate,1,39.463,-103.938
Lonoke (county),1,34.8851,-91.8746
Rosebud,1,43.2681,-100.737
Wyoming (county),1,37.4676,-81.3748
Rhine,1,32.0283,-83.2525
Bono,1,35.9061,-90.8036
Cleveland (Brooklyn),1,41.4261,-81.7204
Dell Rapids,1,43.8221,-96.7102
Belle,1,38.2343,-81.5431
Sutter County,1,39.1592,-121.662
Hackettstown,1,40.8294,-74.8218
Socorro,1,34.0587,-106.888
LeFlore (county),1,34.5758,-93.1685
Meredith,1,43.6703,-71.5015
Cleburne (county),1,35.4796,-92.0154
Van Zandt County,1,32.5648,-95.6006
Hialeah (Hialeah Gardens),1,25.8641,-80.3298
Kaufman,1,32.5696,-96.3076
Grand Traverse County,1,44.688,-85.52
Cle Elum,1,47.1895,-120.882
Hyattsville (Adelphi),1,39.0038,-76.9765
Springfield Gardens,1,40.664,-73.7513
Bassfield,1,31.5156,-89.6561
Estes Park,1,40.3433,-105.515
Fordsville,1,37.5906,-86.747
Iliamna (Kokhanok),1,59.6133,-155.276
Indio (Bermuda Dunes),1,33.7429,-116.288
Greensville (county),1,36.7133,-77.5217
Millis,1,42.1876,-71.3787
Sitka,1,57.0977,-135.396
Glennville,1,31.8813,-81.8812
Mediapolis,1,41.0119,-91.1479
Grundy (county),1,35.2688,-85.7366
Fort Benning,1,32.3934,-84.9258
Luttrell,1,36.2113,-83.7658
Nancy,1,37.0678,-84.7028
Wister,1,35.0147,-94.7698
Hueytown,1,33.4538,-86.988
Kemah,1,29.5286,-95.0316
Yavapai (county),1,34.366,-111.675
Douglas County,1,36.9709,-92.5
Lake Oswego,1,45.4314,-122.703
Hershey,1,41.1575,-100.998
Colbert (county),1,34.6879,-87.7152
Saint Louis (Ladue),1,38.6331,-90.4055
Gustine (Santa Nella),1,37.0963,-121.018
Channahon,1,41.4301,-88.195
Duplin (county),1,35.0401,-78.1402
Winnie,1,29.8133,-94.3753
Brazoria (county),1,29.5527,-95.3548
Hinesburg,1,44.3273,-73.0721
Oracle,1,32.6173,-110.782
Ramer,1,35.0711,-88.6222
Hermann,1,38.6838,-91.4594
Upper Marlboro (Glenarden),1,38.8159,-76.7497
New Brockton,1,31.4092,-85.8849
Littlefield,1,33.916,-102.333
De Witt (Dewitt),1,41.8264,-90.5272
Huntington Station (Dix Hills),1,40.7771,-73.3339
Ponder,1,33.1832,-97.2874
Grove,2,36.5868,-94.8086
Timberlake,2,36.3305,-78.9351
Blackville,2,33.3582,-81.2724
Koreatown,2,34.0533,-118.309
Independence (Sugar Creek),2,39.1058,-94.3933
Castaic,2,34.565,-118.658
Santa Fe Springs,2,33.9527,-118.063
Grand Blanc,2,42.9076,-83.6247
San Clemente,2,33.4314,-117.618
Gunnison,2,38.5478,-106.937
Hays,2,38.8932,-99.3171
Big Lake,2,61.5803,-149.611
Kirby,2,29.4627,-98.3914
Lincolnville,2,33.0037,-80.1581
Speedwell,2,36.4393,-83.8423
Coeur D'alene,2,47.7434,-116.842
Valrico,2,27.8729,-82.265
Pontotoc,2,34.2842,-89.0424
Pottstown (Stowe),2,40.2527,-75.6469
Mulberry,2,35.5018,-94.0507
Arlington Heights,2,42.0684,-87.9662
Okatie,2,32.3713,-80.8398
Ava,2,36.9512,-92.6722
Nolanville,2,31.0764,-97.6002
Spanish Fork (Benjamin),2,40.0946,-111.698
Millersville,2,39.9977,-76.3544
